GEOGRAPHY,YEAR,VIOLATIONS,INCIDENTS,RATES
"Kentville, Nova Scotia, municipal",12/31/2017 12:00:00 AM,Homicide,0,0
"Kentville, Nova Scotia, municipal",12/31/2016 12:00:00 AM,Homicide,0,0
"Kentville, Nova Scotia, municipal",12/31/2015 12:00:00 AM,Homicide,0,0
"Kentville, Nova Scotia, municipal",12/31/2014 12:00:00 AM,Homicide,0,0
"Kentville, Nova Scotia, municipal",12/31/2013 12:00:00 AM,Homicide,0,0
"Kentville, Nova Scotia, municipal",12/31/2012 12:00:00 AM,Homicide,0,0
"Kentville, Nova Scotia, municipal",12/31/2011 12:00:00 AM,Homicide,0,0
"Kentville, Nova Scotia, municipal",12/31/2010 12:00:00 AM,Homicide,0,0
"Kentville, Nova Scotia, municipal",12/31/2017 12:00:00 AM,"Possession, cannabis",6,96.93
"Kentville, Nova Scotia, municipal",12/31/2016 12:00:00 AM,"Possession, cannabis",9,145.94
"Kentville, Nova Scotia, municipal",12/31/2015 12:00:00 AM,"Possession, cannabis",6,97.58
"Kentville, Nova Scotia, municipal",12/31/2014 12:00:00 AM,"Possession, cannabis",9,146.18
"Kentville, Nova Scotia, municipal",12/31/2013 12:00:00 AM,"Possession, cannabis",15,242.91
"Kentville, Nova Scotia, municipal",12/31/2012 12:00:00 AM,"Possession, cannabis",10,161.26
"Kentville, Nova Scotia, municipal",12/31/2011 12:00:00 AM,"Possession, cannabis",11,176.51
"Kentville, Nova Scotia, municipal",12/31/2010 12:00:00 AM,"Possession, cannabis",19,307.74
"Kentville, Nova Scotia, municipal",12/31/2017 12:00:00 AM,"Possession, cocaine",1,16.16
"Kentville, Nova Scotia, municipal",12/31/2016 12:00:00 AM,"Possession, cocaine",0,0
"Kentville, Nova Scotia, municipal",12/31/2015 12:00:00 AM,"Possession, cocaine",2,32.53
"Kentville, Nova Scotia, municipal",12/31/2014 12:00:00 AM,"Possession, cocaine",2,32.48
"Kentville, Nova Scotia, municipal",12/31/2013 12:00:00 AM,"Possession, cocaine",1,16.19
"Kentville, Nova Scotia, municipal",12/31/2012 12:00:00 AM,"Possession, cocaine",4,64.51
"Kentville, Nova Scotia, municipal",12/31/2011 12:00:00 AM,"Possession, cocaine",4,64.18
"Kentville, Nova Scotia, municipal",12/31/2010 12:00:00 AM,"Possession, cocaine",1,16.2
"Kentville, Nova Scotia, municipal",12/31/2017 12:00:00 AM,"Sexual assault, level 1",6,96.93
"Kentville, Nova Scotia, municipal",12/31/2016 12:00:00 AM,"Sexual assault, level 1",8,129.72
"Kentville, Nova Scotia, municipal",12/31/2015 12:00:00 AM,"Sexual assault, level 1",9,146.37
"Kentville, Nova Scotia, municipal",12/31/2014 12:00:00 AM,"Sexual assault, level 1",1,16.24
"Kentville, Nova Scotia, municipal",12/31/2013 12:00:00 AM,"Sexual assault, level 1",2,32.39
"Kentville, Nova Scotia, municipal",12/31/2012 12:00:00 AM,"Sexual assault, level 1",3,48.38
"Kentville, Nova Scotia, municipal",12/31/2011 12:00:00 AM,"Sexual assault, level 1",4,64.18
"Kentville, Nova Scotia, municipal",12/31/2010 12:00:00 AM,"Sexual assault, level 1",6,97.18
"Kentville, Nova Scotia, municipal",12/31/2017 12:00:00 AM,"Sexual assault, level 2, weapon or bodily harm",0,0
"Kentville, Nova Scotia, municipal",12/31/2016 12:00:00 AM,"Sexual assault, level 2, weapon or bodily harm",0,0
"Kentville, Nova Scotia, municipal",12/31/2015 12:00:00 AM,"Sexual assault, level 2, weapon or bodily harm",0,0
"Kentville, Nova Scotia, municipal",12/31/2014 12:00:00 AM,"Sexual assault, level 2, weapon or bodily harm",0,0
"Kentville, Nova Scotia, municipal",12/31/2013 12:00:00 AM,"Sexual assault, level 2, weapon or bodily harm",0,0
"Kentville, Nova Scotia, municipal",12/31/2012 12:00:00 AM,"Sexual assault, level 2, weapon or bodily harm",0,0
"Kentville, Nova Scotia, municipal",12/31/2011 12:00:00 AM,"Sexual assault, level 2, weapon or bodily harm",0,0
"Kentville, Nova Scotia, municipal",12/31/2010 12:00:00 AM,"Sexual assault, level 2, weapon or bodily harm",0,0
"Kentville, Nova Scotia, municipal",12/31/2017 12:00:00 AM,"Sexual assault, level 3, aggravated",0,0
"Kentville, Nova Scotia, municipal",12/31/2016 12:00:00 AM,"Sexual assault, level 3, aggravated",0,0
"Kentville, Nova Scotia, municipal",12/31/2015 12:00:00 AM,"Sexual assault, level 3, aggravated",0,0
"Kentville, Nova Scotia, municipal",12/31/2014 12:00:00 AM,"Sexual assault, level 3, aggravated",0,0
"Kentville, Nova Scotia, municipal",12/31/2013 12:00:00 AM,"Sexual assault, level 3, aggravated",0,0
"Kentville, Nova Scotia, municipal",12/31/2012 12:00:00 AM,"Sexual assault, level 3, aggravated",0,0
"Kentville, Nova Scotia, municipal",12/31/2011 12:00:00 AM,"Sexual assault, level 3, aggravated",0,0
"Kentville, Nova Scotia, municipal",12/31/2010 12:00:00 AM,"Sexual assault, level 3, aggravated",0,0
"Kentville, Nova Scotia, municipal",12/31/2017 12:00:00 AM,Total breaking and entering,11,177.71
"Kentville, Nova Scotia, municipal",12/31/2016 12:00:00 AM,Total breaking and entering,26,421.6
"Kentville, Nova Scotia, municipal",12/31/2015 12:00:00 AM,Total breaking and entering,12,195.15
"Kentville, Nova Scotia, municipal",12/31/2014 12:00:00 AM,Total breaking and entering,31,503.49
"Kentville, Nova Scotia, municipal",12/31/2013 12:00:00 AM,Total breaking and entering,27,437.25
"Kentville, Nova Scotia, municipal",12/31/2012 12:00:00 AM,Total breaking and entering,40,645.06
"Kentville, Nova Scotia, municipal",12/31/2011 12:00:00 AM,Total breaking and entering,26,417.2
"Kentville, Nova Scotia, municipal",12/31/2010 12:00:00 AM,Total breaking and entering,29,469.71
"Kentville, Nova Scotia, municipal",12/31/2017 12:00:00 AM,"Total cannabis, trafficking, production or distribution",6,96.93
"Kentville, Nova Scotia, municipal",12/31/2016 12:00:00 AM,"Total cannabis, trafficking, production or distribution",9,145.94
"Kentville, Nova Scotia, municipal",12/31/2015 12:00:00 AM,"Total cannabis, trafficking, production or distribution",6,97.58
"Kentville, Nova Scotia, municipal",12/31/2014 12:00:00 AM,"Total cannabis, trafficking, production or distribution",8,129.93
"Kentville, Nova Scotia, municipal",12/31/2013 12:00:00 AM,"Total cannabis, trafficking, production or distribution",19,307.69
"Kentville, Nova Scotia, municipal",12/31/2012 12:00:00 AM,"Total cannabis, trafficking, production or distribution",21,338.66
"Kentville, Nova Scotia, municipal",12/31/2011 12:00:00 AM,"Total cannabis, trafficking, production or distribution",9,144.42
"Kentville, Nova Scotia, municipal",12/31/2010 12:00:00 AM,"Total cannabis, trafficking, production or distribution",8,129.58
"Kentville, Nova Scotia, municipal",12/31/2017 12:00:00 AM,"Total cocaine, trafficking, production or distribution",4,64.62
"Kentville, Nova Scotia, municipal",12/31/2016 12:00:00 AM,"Total cocaine, trafficking, production or distribution",7,113.51
"Kentville, Nova Scotia, municipal",12/31/2015 12:00:00 AM,"Total cocaine, trafficking, production or distribution",2,32.53
"Kentville, Nova Scotia, municipal",12/31/2014 12:00:00 AM,"Total cocaine, trafficking, production or distribution",8,129.93
"Kentville, Nova Scotia, municipal",12/31/2013 12:00:00 AM,"Total cocaine, trafficking, production or distribution",7,113.36
"Kentville, Nova Scotia, municipal",12/31/2012 12:00:00 AM,"Total cocaine, trafficking, production or distribution",6,96.76
"Kentville, Nova Scotia, municipal",12/31/2011 12:00:00 AM,"Total cocaine, trafficking, production or distribution",4,64.18
"Kentville, Nova Scotia, municipal",12/31/2010 12:00:00 AM,"Total cocaine, trafficking, production or distribution",0,0
"Kentville, Nova Scotia, municipal",12/31/2017 12:00:00 AM,Total Drug violations,20,323.1
"Kentville, Nova Scotia, municipal",12/31/2016 12:00:00 AM,Total Drug violations,32,518.89
"Kentville, Nova Scotia, municipal",12/31/2015 12:00:00 AM,Total Drug violations,25,406.57
"Kentville, Nova Scotia, municipal",12/31/2014 12:00:00 AM,Total Drug violations,37,600.94
"Kentville, Nova Scotia, municipal",12/31/2013 12:00:00 AM,Total Drug violations,58,939.27
"Kentville, Nova Scotia, municipal",12/31/2012 12:00:00 AM,Total Drug violations,52,838.57
"Kentville, Nova Scotia, municipal",12/31/2011 12:00:00 AM,Total Drug violations,39,625.8
"Kentville, Nova Scotia, municipal",12/31/2010 12:00:00 AM,Total Drug violations,36,583.09
"Kentville, Nova Scotia, municipal",12/31/2017 12:00:00 AM,Total impaired driving,25,403.88
"Kentville, Nova Scotia, municipal",12/31/2016 12:00:00 AM,Total impaired driving,15,243.23
"Kentville, Nova Scotia, municipal",12/31/2015 12:00:00 AM,Total impaired driving,13,211.42
"Kentville, Nova Scotia, municipal",12/31/2014 12:00:00 AM,Total impaired driving,19,308.59
"Kentville, Nova Scotia, municipal",12/31/2013 12:00:00 AM,Total impaired driving,34,550.61
"Kentville, Nova Scotia, municipal",12/31/2012 12:00:00 AM,Total impaired driving,46,741.82
"Kentville, Nova Scotia, municipal",12/31/2011 12:00:00 AM,Total impaired driving,36,577.66
"Kentville, Nova Scotia, municipal",12/31/2010 12:00:00 AM,Total impaired driving,32,518.3
"Kentville, Nova Scotia, municipal",12/31/2017 12:00:00 AM,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution",3,48.47
"Kentville, Nova Scotia, municipal",12/31/2016 12:00:00 AM,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution",3,48.65
"Kentville, Nova Scotia, municipal",12/31/2015 12:00:00 AM,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution",4,65.05
"Kentville, Nova Scotia, municipal",12/31/2014 12:00:00 AM,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution",8,129.93
"Kentville, Nova Scotia, municipal",12/31/2013 12:00:00 AM,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution",11,178.14
"Kentville, Nova Scotia, municipal",12/31/2012 12:00:00 AM,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution",6,96.76
"Kentville, Nova Scotia, municipal",12/31/2011 12:00:00 AM,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution",7,112.32
"Kentville, Nova Scotia, municipal",12/31/2010 12:00:00 AM,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution",7,113.38
"Kentville, Nova Scotia, municipal",12/31/2017 12:00:00 AM,"Total, possession, other Controlled Drugs and Substances Act drugs",0,0
"Kentville, Nova Scotia, municipal",12/31/2016 12:00:00 AM,"Total, possession, other Controlled Drugs and Substances Act drugs",4,64.86
"Kentville, Nova Scotia, municipal",12/31/2015 12:00:00 AM,"Total, possession, other Controlled Drugs and Substances Act drugs",5,81.31
"Kentville, Nova Scotia, municipal",12/31/2014 12:00:00 AM,"Total, possession, other Controlled Drugs and Substances Act drugs",2,32.48
"Kentville, Nova Scotia, municipal",12/31/2013 12:00:00 AM,"Total, possession, other Controlled Drugs and Substances Act drugs",5,80.97
"Kentville, Nova Scotia, municipal",12/31/2012 12:00:00 AM,"Total, possession, other Controlled Drugs and Substances Act drugs",5,80.63
"Kentville, Nova Scotia, municipal",12/31/2011 12:00:00 AM,"Total, possession, other Controlled Drugs and Substances Act drugs",4,64.18
"Kentville, Nova Scotia, municipal",12/31/2010 12:00:00 AM,"Total, possession, other Controlled Drugs and Substances Act drugs",1,16.2
"Kentville, Nova Scotia, municipal",12/31/2017 12:00:00 AM,Total robbery,1,16.16
"Kentville, Nova Scotia, municipal",12/31/2016 12:00:00 AM,Total robbery,3,48.65
"Kentville, Nova Scotia, municipal",12/31/2015 12:00:00 AM,Total robbery,2,32.53
"Kentville, Nova Scotia, municipal",12/31/2014 12:00:00 AM,Total robbery,1,16.24
"Kentville, Nova Scotia, municipal",12/31/2013 12:00:00 AM,Total robbery,0,0
"Kentville, Nova Scotia, municipal",12/31/2012 12:00:00 AM,Total robbery,3,48.38
"Kentville, Nova Scotia, municipal",12/31/2011 12:00:00 AM,Total robbery,3,48.14
"Kentville, Nova Scotia, municipal",12/31/2010 12:00:00 AM,Total robbery,0,0
"Kentville, Nova Scotia, municipal",12/31/2017 12:00:00 AM,Total sexual violations against children,0,0
"Kentville, Nova Scotia, municipal",12/31/2016 12:00:00 AM,Total sexual violations against children,3,48.65
"Kentville, Nova Scotia, municipal",12/31/2015 12:00:00 AM,Total sexual violations against children,1,16.26
"Kentville, Nova Scotia, municipal",12/31/2014 12:00:00 AM,Total sexual violations against children,1,16.24
"Kentville, Nova Scotia, municipal",12/31/2013 12:00:00 AM,Total sexual violations against children,1,16.19
"Kentville, Nova Scotia, municipal",12/31/2012 12:00:00 AM,Total sexual violations against children,3,48.38
"Kentville, Nova Scotia, municipal",12/31/2011 12:00:00 AM,Total sexual violations against children,0,0
"Kentville, Nova Scotia, municipal",12/31/2010 12:00:00 AM,Total sexual violations against children,0,0
"Kentville, Nova Scotia, municipal",12/31/2017 12:00:00 AM,Total theft of motor vehicle,3,48.47
"Kentville, Nova Scotia, municipal",12/31/2016 12:00:00 AM,Total theft of motor vehicle,4,64.86
"Kentville, Nova Scotia, municipal",12/31/2015 12:00:00 AM,Total theft of motor vehicle,5,81.31
"Kentville, Nova Scotia, municipal",12/31/2014 12:00:00 AM,Total theft of motor vehicle,3,48.73
"Kentville, Nova Scotia, municipal",12/31/2013 12:00:00 AM,Total theft of motor vehicle,1,16.19
"Kentville, Nova Scotia, municipal",12/31/2012 12:00:00 AM,Total theft of motor vehicle,13,209.64
"Kentville, Nova Scotia, municipal",12/31/2011 12:00:00 AM,Total theft of motor vehicle,9,144.42
"Kentville, Nova Scotia, municipal",12/31/2010 12:00:00 AM,Total theft of motor vehicle,9,145.77
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,"Assault, level 1",270,492.06
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,"Assault, level 1",262,477.95
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,"Assault, level 1",281,513.63
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,"Assault, level 1",322,586.6
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,"Assault, level 1",311,564.42
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,"Assault, level 1",389,701.66
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,"Assault, level 1",330,592.19
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,"Assault, level 1",349,627.08
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,"Assault, level 2, weapon or bodily harm",70,127.57
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,"Assault, level 2, weapon or bodily harm",71,129.52
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,"Assault, level 2, weapon or bodily harm",57,104.19
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,"Assault, level 2, weapon or bodily harm",74,134.81
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,"Assault, level 2, weapon or bodily harm",84,152.45
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,"Assault, level 2, weapon or bodily harm",83,149.71
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,"Assault, level 2, weapon or bodily harm",75,134.59
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,"Assault, level 2, weapon or bodily harm",54,97.03
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,"Assault, level 3, aggravated",5,9.11
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,"Assault, level 3, aggravated",4,7.3
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,"Assault, level 3, aggravated",3,5.48
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,"Assault, level 3, aggravated",3,5.47
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,"Assault, level 3, aggravated",4,7.26
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,"Assault, level 3, aggravated",2,3.61
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,"Assault, level 3, aggravated",4,7.18
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,"Assault, level 3, aggravated",1,1.8
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,Attempted murder,0,0
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,Attempted murder,0,0
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,Attempted murder,0,0
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,Attempted murder,2,3.64
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,Attempted murder,0,0
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,Attempted murder,0,0
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,Attempted murder,1,1.79
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,Attempted murder,0,0
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,Homicide,1,1.82
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,Homicide,0,0
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,Homicide,0,0
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,Homicide,0,0
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,Homicide,1,1.81
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,Homicide,1,1.8
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,Homicide,0,0
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,Homicide,1,1.8
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,"Possession, cannabis",72,131.22
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,"Possession, cannabis",112,204.31
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,"Possession, cannabis",120,219.34
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,"Possession, cannabis",140,255.04
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,"Possession, cannabis",130,235.93
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,"Possession, cannabis",120,216.45
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,"Possession, cannabis",86,154.33
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,"Possession, cannabis",58,104.21
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,"Possession, cocaine",4,7.29
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,"Possession, cocaine",6,10.95
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,"Possession, cocaine",8,14.62
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,"Possession, cocaine",2,3.64
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,"Possession, cocaine",13,23.59
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,"Possession, cocaine",8,14.43
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,"Possession, cocaine",5,8.97
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,"Possession, cocaine",4,7.19
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,"Sexual assault, level 1",48,87.48
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,"Sexual assault, level 1",56,102.16
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,"Sexual assault, level 1",41,74.94
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,"Sexual assault, level 1",40,72.87
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,"Sexual assault, level 1",31,56.26
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,"Sexual assault, level 1",45,81.17
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,"Sexual assault, level 1",39,69.99
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,"Sexual assault, level 1",45,80.86
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,"Sexual assault, level 2, weapon or bodily harm",0,0
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,"Sexual assault, level 2, weapon or bodily harm",0,0
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,"Sexual assault, level 2, weapon or bodily harm",0,0
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,"Sexual assault, level 2, weapon or bodily harm",1,1.82
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,"Sexual assault, level 2, weapon or bodily harm",1,1.81
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,"Sexual assault, level 2, weapon or bodily harm",1,1.8
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,"Sexual assault, level 2, weapon or bodily harm",0,0
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,"Sexual assault, level 2, weapon or bodily harm",0,0
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,"Sexual assault, level 3, aggravated",0,0
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,"Sexual assault, level 3, aggravated",0,0
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,"Sexual assault, level 3, aggravated",0,0
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,"Sexual assault, level 3, aggravated",0,0
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,"Sexual assault, level 3, aggravated",0,0
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,"Sexual assault, level 3, aggravated",0,0
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,"Sexual assault, level 3, aggravated",0,0
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,"Sexual assault, level 3, aggravated",0,0
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,Total breaking and entering,164,298.88
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,Total breaking and entering,205,373.96
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,Total breaking and entering,168,307.08
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,Total breaking and entering,355,646.71
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,Total breaking and entering,317,575.31
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,Total breaking and entering,503,907.29
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,Total breaking and entering,361,647.82
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,Total breaking and entering,302,542.63
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,"Total cannabis, trafficking, production or distribution",41,74.72
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,"Total cannabis, trafficking, production or distribution",61,111.28
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,"Total cannabis, trafficking, production or distribution",37,67.63
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,"Total cannabis, trafficking, production or distribution",54,98.37
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,"Total cannabis, trafficking, production or distribution",38,68.96
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,"Total cannabis, trafficking, production or distribution",38,68.54
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,"Total cannabis, trafficking, production or distribution",39,69.99
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,"Total cannabis, trafficking, production or distribution",37,66.48
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,"Total cocaine, trafficking, production or distribution",36,65.61
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,"Total cocaine, trafficking, production or distribution",21,38.31
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,"Total cocaine, trafficking, production or distribution",11,20.11
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,"Total cocaine, trafficking, production or distribution",12,21.86
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,"Total cocaine, trafficking, production or distribution",16,29.04
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,"Total cocaine, trafficking, production or distribution",7,12.63
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,"Total cocaine, trafficking, production or distribution",7,12.56
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,"Total cocaine, trafficking, production or distribution",7,12.58
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,Total Drug violations,179,326.22
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,Total Drug violations,234,426.87
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,Total Drug violations,209,382.02
"Kings County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,Total Drug violations,234,426.28
