GEOGRAPHY,YEAR,VIOLATIONS,INCIDENTS,RATES
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,Total impaired driving,59,360.68
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,Total impaired driving,33,214.48
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,Total impaired driving,38,244.22
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,Total impaired driving,34,216.37
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution",11,56.13
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution",15,75.92
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution",10,50.29
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution",3,18.48
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution",6,36.68
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution",3,19.5
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution",1,6.43
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution",1,6.36
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,"Total, possession, other Controlled Drugs and Substances Act drugs",8,40.82
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,"Total, possession, other Controlled Drugs and Substances Act drugs",7,35.43
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,"Total, possession, other Controlled Drugs and Substances Act drugs",10,50.29
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,"Total, possession, other Controlled Drugs and Substances Act drugs",4,24.63
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,"Total, possession, other Controlled Drugs and Substances Act drugs",3,18.34
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,"Total, possession, other Controlled Drugs and Substances Act drugs",1,6.5
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,"Total, possession, other Controlled Drugs and Substances Act drugs",0,0
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,"Total, possession, other Controlled Drugs and Substances Act drugs",0,0
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,Total robbery,0,0
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,Total robbery,0,0
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,Total robbery,0,0
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,Total robbery,0,0
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,Total robbery,0,0
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,Total robbery,1,6.5
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,Total robbery,0,0
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,Total robbery,1,6.36
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,Total sexual violations against children,2,10.21
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,Total sexual violations against children,4,20.25
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,Total sexual violations against children,3,15.09
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,Total sexual violations against children,2,12.32
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,Total sexual violations against children,4,24.45
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,Total sexual violations against children,3,19.5
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,Total sexual violations against children,2,12.85
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,Total sexual violations against children,0,0
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,Total theft of motor vehicle,24,122.47
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,Total theft of motor vehicle,28,141.72
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,Total theft of motor vehicle,27,135.79
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,Total theft of motor vehicle,29,178.59
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,Total theft of motor vehicle,18,110.04
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,Total theft of motor vehicle,22,142.99
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,Total theft of motor vehicle,24,154.24
"Cumberland County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,Total theft of motor vehicle,13,82.73
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2017 12:00:00 AM,"Assault, level 1",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2016 12:00:00 AM,"Assault, level 1",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2015 12:00:00 AM,"Assault, level 1",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2014 12:00:00 AM,"Assault, level 1",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2013 12:00:00 AM,"Assault, level 1",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2012 12:00:00 AM,"Assault, level 1",40,1867.41
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2011 12:00:00 AM,"Assault, level 1",31,1416.82
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2010 12:00:00 AM,"Assault, level 1",31,1429.23
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2017 12:00:00 AM,"Assault, level 2, weapon or bodily harm",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2016 12:00:00 AM,"Assault, level 2, weapon or bodily harm",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2015 12:00:00 AM,"Assault, level 2, weapon or bodily harm",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2014 12:00:00 AM,"Assault, level 2, weapon or bodily harm",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2013 12:00:00 AM,"Assault, level 2, weapon or bodily harm",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2012 12:00:00 AM,"Assault, level 2, weapon or bodily harm",7,326.8
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2011 12:00:00 AM,"Assault, level 2, weapon or bodily harm",4,182.82
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2010 12:00:00 AM,"Assault, level 2, weapon or bodily harm",1,46.1
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2017 12:00:00 AM,"Assault, level 3, aggravated",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2016 12:00:00 AM,"Assault, level 3, aggravated",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2015 12:00:00 AM,"Assault, level 3, aggravated",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2014 12:00:00 AM,"Assault, level 3, aggravated",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2013 12:00:00 AM,"Assault, level 3, aggravated",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2012 12:00:00 AM,"Assault, level 3, aggravated",0,0
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2011 12:00:00 AM,"Assault, level 3, aggravated",0,0
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2010 12:00:00 AM,"Assault, level 3, aggravated",0,0
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2017 12:00:00 AM,Attempted murder,,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2016 12:00:00 AM,Attempted murder,,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2015 12:00:00 AM,Attempted murder,,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2014 12:00:00 AM,Attempted murder,,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2013 12:00:00 AM,Attempted murder,,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2012 12:00:00 AM,Attempted murder,0,0
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2011 12:00:00 AM,Attempted murder,0,0
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2010 12:00:00 AM,Attempted murder,0,0
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2017 12:00:00 AM,Homicide,,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2016 12:00:00 AM,Homicide,,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2015 12:00:00 AM,Homicide,,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2014 12:00:00 AM,Homicide,,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2013 12:00:00 AM,Homicide,,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2012 12:00:00 AM,Homicide,0,0
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2011 12:00:00 AM,Homicide,0,0
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2010 12:00:00 AM,Homicide,0,0
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2017 12:00:00 AM,"Possession, cannabis",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2016 12:00:00 AM,"Possession, cannabis",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2015 12:00:00 AM,"Possession, cannabis",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2014 12:00:00 AM,"Possession, cannabis",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2013 12:00:00 AM,"Possession, cannabis",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2012 12:00:00 AM,"Possession, cannabis",7,326.8
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2011 12:00:00 AM,"Possession, cannabis",10,457.04
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2010 12:00:00 AM,"Possession, cannabis",7,322.73
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2017 12:00:00 AM,"Possession, cocaine",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2016 12:00:00 AM,"Possession, cocaine",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2015 12:00:00 AM,"Possession, cocaine",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2014 12:00:00 AM,"Possession, cocaine",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2013 12:00:00 AM,"Possession, cocaine",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2012 12:00:00 AM,"Possession, cocaine",0,0
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2011 12:00:00 AM,"Possession, cocaine",0,0
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2010 12:00:00 AM,"Possession, cocaine",0,0
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2017 12:00:00 AM,"Sexual assault, level 1",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2016 12:00:00 AM,"Sexual assault, level 1",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2015 12:00:00 AM,"Sexual assault, level 1",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2014 12:00:00 AM,"Sexual assault, level 1",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2013 12:00:00 AM,"Sexual assault, level 1",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2012 12:00:00 AM,"Sexual assault, level 1",1,46.69
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2011 12:00:00 AM,"Sexual assault, level 1",1,45.7
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2010 12:00:00 AM,"Sexual assault, level 1",1,46.1
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2017 12:00:00 AM,"Sexual assault, level 2, weapon or bodily harm",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2016 12:00:00 AM,"Sexual assault, level 2, weapon or bodily harm",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2015 12:00:00 AM,"Sexual assault, level 2, weapon or bodily harm",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2014 12:00:00 AM,"Sexual assault, level 2, weapon or bodily harm",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2013 12:00:00 AM,"Sexual assault, level 2, weapon or bodily harm",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2012 12:00:00 AM,"Sexual assault, level 2, weapon or bodily harm",0,0
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2011 12:00:00 AM,"Sexual assault, level 2, weapon or bodily harm",0,0
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2010 12:00:00 AM,"Sexual assault, level 2, weapon or bodily harm",0,0
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2017 12:00:00 AM,"Sexual assault, level 3, aggravated",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2016 12:00:00 AM,"Sexual assault, level 3, aggravated",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2015 12:00:00 AM,"Sexual assault, level 3, aggravated",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2014 12:00:00 AM,"Sexual assault, level 3, aggravated",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2013 12:00:00 AM,"Sexual assault, level 3, aggravated",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2012 12:00:00 AM,"Sexual assault, level 3, aggravated",0,0
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2011 12:00:00 AM,"Sexual assault, level 3, aggravated",0,0
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2010 12:00:00 AM,"Sexual assault, level 3, aggravated",0,0
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2017 12:00:00 AM,Total breaking and entering,,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2016 12:00:00 AM,Total breaking and entering,,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2015 12:00:00 AM,Total breaking and entering,,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2014 12:00:00 AM,Total breaking and entering,,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2013 12:00:00 AM,Total breaking and entering,,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2012 12:00:00 AM,Total breaking and entering,5,233.43
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2011 12:00:00 AM,Total breaking and entering,5,228.52
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2010 12:00:00 AM,Total breaking and entering,20,922.08
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2017 12:00:00 AM,"Total cannabis, trafficking, production or distribution",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2016 12:00:00 AM,"Total cannabis, trafficking, production or distribution",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2015 12:00:00 AM,"Total cannabis, trafficking, production or distribution",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2014 12:00:00 AM,"Total cannabis, trafficking, production or distribution",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2013 12:00:00 AM,"Total cannabis, trafficking, production or distribution",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2012 12:00:00 AM,"Total cannabis, trafficking, production or distribution",1,46.69
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2011 12:00:00 AM,"Total cannabis, trafficking, production or distribution",0,0
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2010 12:00:00 AM,"Total cannabis, trafficking, production or distribution",2,92.21
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2017 12:00:00 AM,"Total cocaine, trafficking, production or distribution",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2016 12:00:00 AM,"Total cocaine, trafficking, production or distribution",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2015 12:00:00 AM,"Total cocaine, trafficking, production or distribution",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2014 12:00:00 AM,"Total cocaine, trafficking, production or distribution",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2013 12:00:00 AM,"Total cocaine, trafficking, production or distribution",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2012 12:00:00 AM,"Total cocaine, trafficking, production or distribution",0,0
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2011 12:00:00 AM,"Total cocaine, trafficking, production or distribution",2,91.41
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2010 12:00:00 AM,"Total cocaine, trafficking, production or distribution",1,46.1
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2017 12:00:00 AM,Total Drug violations,,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2016 12:00:00 AM,Total Drug violations,,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2015 12:00:00 AM,Total Drug violations,,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2014 12:00:00 AM,Total Drug violations,,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2013 12:00:00 AM,Total Drug violations,,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2012 12:00:00 AM,Total Drug violations,10,466.85
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2011 12:00:00 AM,Total Drug violations,12,548.45
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2010 12:00:00 AM,Total Drug violations,10,461.04
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2017 12:00:00 AM,Total impaired driving,,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2016 12:00:00 AM,Total impaired driving,,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2015 12:00:00 AM,Total impaired driving,,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2014 12:00:00 AM,Total impaired driving,,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2013 12:00:00 AM,Total impaired driving,,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2012 12:00:00 AM,Total impaired driving,10,466.85
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2011 12:00:00 AM,Total impaired driving,9,411.33
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2010 12:00:00 AM,Total impaired driving,8,368.83
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2017 12:00:00 AM,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2016 12:00:00 AM,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2015 12:00:00 AM,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2014 12:00:00 AM,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2013 12:00:00 AM,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2012 12:00:00 AM,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution",0,0
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2011 12:00:00 AM,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution",0,0
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2010 12:00:00 AM,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution",0,0
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2017 12:00:00 AM,"Total, possession, other Controlled Drugs and Substances Act drugs",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2016 12:00:00 AM,"Total, possession, other Controlled Drugs and Substances Act drugs",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2015 12:00:00 AM,"Total, possession, other Controlled Drugs and Substances Act drugs",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2014 12:00:00 AM,"Total, possession, other Controlled Drugs and Substances Act drugs",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2013 12:00:00 AM,"Total, possession, other Controlled Drugs and Substances Act drugs",,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2012 12:00:00 AM,"Total, possession, other Controlled Drugs and Substances Act drugs",2,93.37
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2011 12:00:00 AM,"Total, possession, other Controlled Drugs and Substances Act drugs",0,0
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2010 12:00:00 AM,"Total, possession, other Controlled Drugs and Substances Act drugs",0,0
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2017 12:00:00 AM,Total robbery,,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2016 12:00:00 AM,Total robbery,,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2015 12:00:00 AM,Total robbery,,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2014 12:00:00 AM,Total robbery,,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2013 12:00:00 AM,Total robbery,,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2012 12:00:00 AM,Total robbery,0,0
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2011 12:00:00 AM,Total robbery,1,45.7
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2010 12:00:00 AM,Total robbery,0,0
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2017 12:00:00 AM,Total sexual violations against children,,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2016 12:00:00 AM,Total sexual violations against children,,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2015 12:00:00 AM,Total sexual violations against children,,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2014 12:00:00 AM,Total sexual violations against children,,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2013 12:00:00 AM,Total sexual violations against children,,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2012 12:00:00 AM,Total sexual violations against children,0,0
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2011 12:00:00 AM,Total sexual violations against children,0,0
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2010 12:00:00 AM,Total sexual violations against children,0,0
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2017 12:00:00 AM,Total theft of motor vehicle,,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2016 12:00:00 AM,Total theft of motor vehicle,,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2015 12:00:00 AM,Total theft of motor vehicle,,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2014 12:00:00 AM,Total theft of motor vehicle,,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2013 12:00:00 AM,Total theft of motor vehicle,,
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2012 12:00:00 AM,Total theft of motor vehicle,0,0
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2011 12:00:00 AM,Total theft of motor vehicle,2,91.41
"Digby, Nova Scotia, Royal Canadian Mounted Police, municipal",12/31/2010 12:00:00 AM,Total theft of motor vehicle,2,92.21
"Digby, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,"Assault, level 1",54,572.64
"Digby, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,"Assault, level 1",67,709.97
"Digby, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,"Assault, level 1",85,901.76
"Digby, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,"Assault, level 1",64,675.18
"Digby, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,"Assault, level 1",65,679.21
"Digby, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,"Assault, level 1",43,569.39
"Digby, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,"Assault, level 1",43,558.51
"Digby, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,"Assault, level 1",41,526.59
"Digby, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,"Assault, level 2, weapon or bodily harm",18,190.88
