GEOGRAPHY,YEAR,VIOLATIONS,INCIDENTS,RATES
"Digby, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",621,6489.03
"Digby, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",451,5971.93
"Digby, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",421,5468.24
"Digby, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",320,4109.94
"Digby, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,Total other Criminal Code violations,119,1261.93
"Digby, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,Total other Criminal Code violations,116,1229.2
"Digby, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,Total other Criminal Code violations,112,1188.2
"Digby, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,Total other Criminal Code violations,95,1002.22
"Digby, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,Total other Criminal Code violations,101,1055.38
"Digby, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,Total other Criminal Code violations,58,768.01
"Digby, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,Total other Criminal Code violations,51,662.42
"Digby, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,Total other Criminal Code violations,42,539.43
"Digby, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,Total property crime violations,327,3467.66
"Digby, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,Total property crime violations,292,3094.2
"Digby, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,Total property crime violations,309,3278.17
"Digby, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,Total property crime violations,310,3270.39
"Digby, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,Total property crime violations,377,3939.39
"Digby, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,Total property crime violations,287,3800.32
"Digby, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,Total property crime violations,281,3649.82
"Digby, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,Total property crime violations,184,2363.22
"Digby, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,Total violent Criminal Code violations,137,1452.81
"Digby, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,Total violent Criminal Code violations,173,1833.21
"Digby, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,Total violent Criminal Code violations,196,2079.35
"Digby, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,Total violent Criminal Code violations,145,1529.7
"Digby, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,Total violent Criminal Code violations,143,1494.25
"Digby, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,Total violent Criminal Code violations,106,1403.6
"Digby, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,Total violent Criminal Code violations,89,1155.99
"Digby, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,Total violent Criminal Code violations,94,1207.3
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",752,3404.26
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",817,3684.99
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",853,3830.09
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",1036,4632.45
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",1031,4578.56
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",892,5241.2
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",755,4440.65
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",801,4737.12
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,Total other Criminal Code violations,105,475.33
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,Total other Criminal Code violations,121,545.76
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,Total other Criminal Code violations,116,520.86
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,Total other Criminal Code violations,177,791.45
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,Total other Criminal Code violations,146,648.37
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,Total other Criminal Code violations,131,769.73
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,Total other Criminal Code violations,96,564.64
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,Total other Criminal Code violations,109,644.63
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,Total property crime violations,483,2186.51
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,Total property crime violations,524,2363.45
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,Total property crime violations,544,2442.64
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,Total property crime violations,634,2834.91
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,Total property crime violations,639,2837.73
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,Total property crime violations,544,3196.43
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,Total property crime violations,498,2929.07
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,Total property crime violations,537,3175.82
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,Total violent Criminal Code violations,164,742.42
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,Total violent Criminal Code violations,172,775.79
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,Total violent Criminal Code violations,193,866.6
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,Total violent Criminal Code violations,225,1006.08
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,Total violent Criminal Code violations,246,1092.46
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,Total violent Criminal Code violations,217,1275.05
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,Total violent Criminal Code violations,161,946.95
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,Total violent Criminal Code violations,155,916.67
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",704,22827.5
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",760,24445.16
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",745,23688.39
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",805,25219.3
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",893,27434.72
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",1015,30471.33
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",897,26413.43
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",849,25480.19
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,Total other Criminal Code violations,183,5933.85
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,Total other Criminal Code violations,189,6079.13
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,Total other Criminal Code violations,152,4833.07
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,Total other Criminal Code violations,198,6203.01
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,Total other Criminal Code violations,234,7188.94
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,Total other Criminal Code violations,290,8706.09
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,Total other Criminal Code violations,252,7420.49
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,Total other Criminal Code violations,312,9363.75
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,Total property crime violations,342,11089.49
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,Total property crime violations,382,12286.91
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,Total property crime violations,403,12813.99
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,Total property crime violations,439,13753.13
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,Total property crime violations,458,14070.66
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,Total property crime violations,489,14680.28
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,Total property crime violations,406,11955.24
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,Total property crime violations,296,8883.55
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,Total violent Criminal Code violations,179,5804.15
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,Total violent Criminal Code violations,189,6079.13
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,Total violent Criminal Code violations,190,6041.34
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,Total violent Criminal Code violations,168,5263.16
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,Total violent Criminal Code violations,201,6175.12
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,Total violent Criminal Code violations,236,7084.96
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,Total violent Criminal Code violations,239,7037.69
"Eskasoni, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,Total violent Criminal Code violations,241,7232.89
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",231,3478.92
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",227,3370.45
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",212,3107.14
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",185,2652.33
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",238,3324.49
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",218,2958.34
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",239,3210.21
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",292,3863.46
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,Total other Criminal Code violations,26,391.57
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,Total other Criminal Code violations,28,415.74
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,Total other Criminal Code violations,23,337.1
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,Total other Criminal Code violations,33,473.12
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,Total other Criminal Code violations,45,628.58
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,Total other Criminal Code violations,36,488.53
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,Total other Criminal Code violations,28,376.09
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,Total other Criminal Code violations,26,344.01
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,Total property crime violations,140,2108.43
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,Total property crime violations,133,1974.76
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,Total property crime violations,131,1919.98
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,Total property crime violations,90,1290.32
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,Total property crime violations,123,1718.12
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,Total property crime violations,129,1750.58
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,Total property crime violations,117,1571.52
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,Total property crime violations,168,2222.81
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2017 12:00:00 AM,Total violent Criminal Code violations,65,978.92
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2016 12:00:00 AM,Total violent Criminal Code violations,66,979.96
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2015 12:00:00 AM,Total violent Criminal Code violations,58,850.07
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2014 12:00:00 AM,Total violent Criminal Code violations,62,888.89
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2013 12:00:00 AM,Total violent Criminal Code violations,70,977.79
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2012 12:00:00 AM,Total violent Criminal Code violations,53,719.23
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2011 12:00:00 AM,Total violent Criminal Code violations,94,1262.59
"Guysborough County, Nova Scotia, Royal Canadian Mounted Police, rural",12/31/2010 12:00:00 AM,Total violent Criminal Code violations,98,1296.64
"Halifax (Division Headquarters 1), Nova Scotia, Royal Canadian Mounted Police",12/31/2017 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",0,0
"Halifax (Division Headquarters 1), Nova Scotia, Royal Canadian Mounted Police",12/31/2016 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",0,0
"Halifax (Division Headquarters 1), Nova Scotia, Royal Canadian Mounted Police",12/31/2015 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",0,0
"Halifax (Division Headquarters 1), Nova Scotia, Royal Canadian Mounted Police",12/31/2014 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",0,0
"Halifax (Division Headquarters 1), Nova Scotia, Royal Canadian Mounted Police",12/31/2013 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",0,0
"Halifax (Division Headquarters 1), Nova Scotia, Royal Canadian Mounted Police",12/31/2012 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",0,0
"Halifax (Division Headquarters 1), Nova Scotia, Royal Canadian Mounted Police",12/31/2011 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",0,0
"Halifax (Division Headquarters 1), Nova Scotia, Royal Canadian Mounted Police",12/31/2010 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",0,0
"Halifax (Division Headquarters 1), Nova Scotia, Royal Canadian Mounted Police",12/31/2017 12:00:00 AM,Total other Criminal Code violations,0,0
"Halifax (Division Headquarters 1), Nova Scotia, Royal Canadian Mounted Police",12/31/2016 12:00:00 AM,Total other Criminal Code violations,0,0
"Halifax (Division Headquarters 1), Nova Scotia, Royal Canadian Mounted Police",12/31/2015 12:00:00 AM,Total other Criminal Code violations,0,0
"Halifax (Division Headquarters 1), Nova Scotia, Royal Canadian Mounted Police",12/31/2014 12:00:00 AM,Total other Criminal Code violations,0,0
"Halifax (Division Headquarters 1), Nova Scotia, Royal Canadian Mounted Police",12/31/2013 12:00:00 AM,Total other Criminal Code violations,0,0
"Halifax (Division Headquarters 1), Nova Scotia, Royal Canadian Mounted Police",12/31/2012 12:00:00 AM,Total other Criminal Code violations,0,0
"Halifax (Division Headquarters 1), Nova Scotia, Royal Canadian Mounted Police",12/31/2011 12:00:00 AM,Total other Criminal Code violations,0,0
"Halifax (Division Headquarters 1), Nova Scotia, Royal Canadian Mounted Police",12/31/2010 12:00:00 AM,Total other Criminal Code violations,0,0
"Halifax (Division Headquarters 1), Nova Scotia, Royal Canadian Mounted Police",12/31/2017 12:00:00 AM,Total property crime violations,0,0
"Halifax (Division Headquarters 1), Nova Scotia, Royal Canadian Mounted Police",12/31/2016 12:00:00 AM,Total property crime violations,0,0
"Halifax (Division Headquarters 1), Nova Scotia, Royal Canadian Mounted Police",12/31/2015 12:00:00 AM,Total property crime violations,0,0
"Halifax (Division Headquarters 1), Nova Scotia, Royal Canadian Mounted Police",12/31/2014 12:00:00 AM,Total property crime violations,0,0
"Halifax (Division Headquarters 1), Nova Scotia, Royal Canadian Mounted Police",12/31/2013 12:00:00 AM,Total property crime violations,0,0
"Halifax (Division Headquarters 1), Nova Scotia, Royal Canadian Mounted Police",12/31/2012 12:00:00 AM,Total property crime violations,0,0
"Halifax (Division Headquarters 1), Nova Scotia, Royal Canadian Mounted Police",12/31/2011 12:00:00 AM,Total property crime violations,0,0
"Halifax (Division Headquarters 1), Nova Scotia, Royal Canadian Mounted Police",12/31/2010 12:00:00 AM,Total property crime violations,0,0
"Halifax (Division Headquarters 1), Nova Scotia, Royal Canadian Mounted Police",12/31/2017 12:00:00 AM,Total violent Criminal Code violations,0,0
"Halifax (Division Headquarters 1), Nova Scotia, Royal Canadian Mounted Police",12/31/2016 12:00:00 AM,Total violent Criminal Code violations,0,0
"Halifax (Division Headquarters 1), Nova Scotia, Royal Canadian Mounted Police",12/31/2015 12:00:00 AM,Total violent Criminal Code violations,0,0
"Halifax (Division Headquarters 1), Nova Scotia, Royal Canadian Mounted Police",12/31/2014 12:00:00 AM,Total violent Criminal Code violations,0,0
"Halifax (Division Headquarters 1), Nova Scotia, Royal Canadian Mounted Police",12/31/2013 12:00:00 AM,Total violent Criminal Code violations,0,0
"Halifax (Division Headquarters 1), Nova Scotia, Royal Canadian Mounted Police",12/31/2012 12:00:00 AM,Total violent Criminal Code violations,0,0
"Halifax (Division Headquarters 1), Nova Scotia, Royal Canadian Mounted Police",12/31/2011 12:00:00 AM,Total violent Criminal Code violations,0,0
"Halifax (Division Headquarters 1), Nova Scotia, Royal Canadian Mounted Police",12/31/2010 12:00:00 AM,Total violent Criminal Code violations,0,0
"Halifax (Division Headquarters 2), Nova Scotia, Royal Canadian Mounted Police",12/31/2017 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",0,0
"Halifax (Division Headquarters 2), Nova Scotia, Royal Canadian Mounted Police",12/31/2016 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",0,0
"Halifax (Division Headquarters 2), Nova Scotia, Royal Canadian Mounted Police",12/31/2015 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",0,0
"Halifax (Division Headquarters 2), Nova Scotia, Royal Canadian Mounted Police",12/31/2014 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",0,0
"Halifax (Division Headquarters 2), Nova Scotia, Royal Canadian Mounted Police",12/31/2013 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",0,0
"Halifax (Division Headquarters 2), Nova Scotia, Royal Canadian Mounted Police",12/31/2012 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",0,0
"Halifax (Division Headquarters 2), Nova Scotia, Royal Canadian Mounted Police",12/31/2011 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",0,0
"Halifax (Division Headquarters 2), Nova Scotia, Royal Canadian Mounted Police",12/31/2010 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",0,0
"Halifax (Division Headquarters 2), Nova Scotia, Royal Canadian Mounted Police",12/31/2017 12:00:00 AM,Total other Criminal Code violations,0,0
"Halifax (Division Headquarters 2), Nova Scotia, Royal Canadian Mounted Police",12/31/2016 12:00:00 AM,Total other Criminal Code violations,0,0
"Halifax (Division Headquarters 2), Nova Scotia, Royal Canadian Mounted Police",12/31/2015 12:00:00 AM,Total other Criminal Code violations,0,0
"Halifax (Division Headquarters 2), Nova Scotia, Royal Canadian Mounted Police",12/31/2014 12:00:00 AM,Total other Criminal Code violations,0,0
"Halifax (Division Headquarters 2), Nova Scotia, Royal Canadian Mounted Police",12/31/2013 12:00:00 AM,Total other Criminal Code violations,0,0
"Halifax (Division Headquarters 2), Nova Scotia, Royal Canadian Mounted Police",12/31/2012 12:00:00 AM,Total other Criminal Code violations,0,0
"Halifax (Division Headquarters 2), Nova Scotia, Royal Canadian Mounted Police",12/31/2011 12:00:00 AM,Total other Criminal Code violations,0,0
"Halifax (Division Headquarters 2), Nova Scotia, Royal Canadian Mounted Police",12/31/2010 12:00:00 AM,Total other Criminal Code violations,0,0
"Halifax (Division Headquarters 2), Nova Scotia, Royal Canadian Mounted Police",12/31/2017 12:00:00 AM,Total property crime violations,0,0
"Halifax (Division Headquarters 2), Nova Scotia, Royal Canadian Mounted Police",12/31/2016 12:00:00 AM,Total property crime violations,0,0
"Halifax (Division Headquarters 2), Nova Scotia, Royal Canadian Mounted Police",12/31/2015 12:00:00 AM,Total property crime violations,0,0
"Halifax (Division Headquarters 2), Nova Scotia, Royal Canadian Mounted Police",12/31/2014 12:00:00 AM,Total property crime violations,0,0
"Halifax (Division Headquarters 2), Nova Scotia, Royal Canadian Mounted Police",12/31/2013 12:00:00 AM,Total property crime violations,0,0
"Halifax (Division Headquarters 2), Nova Scotia, Royal Canadian Mounted Police",12/31/2012 12:00:00 AM,Total property crime violations,0,0
"Halifax (Division Headquarters 2), Nova Scotia, Royal Canadian Mounted Police",12/31/2011 12:00:00 AM,Total property crime violations,0,0
"Halifax (Division Headquarters 2), Nova Scotia, Royal Canadian Mounted Police",12/31/2010 12:00:00 AM,Total property crime violations,0,0
"Halifax (Division Headquarters 2), Nova Scotia, Royal Canadian Mounted Police",12/31/2017 12:00:00 AM,Total violent Criminal Code violations,0,0
"Halifax (Division Headquarters 2), Nova Scotia, Royal Canadian Mounted Police",12/31/2016 12:00:00 AM,Total violent Criminal Code violations,0,0
"Halifax (Division Headquarters 2), Nova Scotia, Royal Canadian Mounted Police",12/31/2015 12:00:00 AM,Total violent Criminal Code violations,0,0
"Halifax (Division Headquarters 2), Nova Scotia, Royal Canadian Mounted Police",12/31/2014 12:00:00 AM,Total violent Criminal Code violations,0,0
"Halifax (Division Headquarters 2), Nova Scotia, Royal Canadian Mounted Police",12/31/2013 12:00:00 AM,Total violent Criminal Code violations,0,0
"Halifax (Division Headquarters 2), Nova Scotia, Royal Canadian Mounted Police",12/31/2012 12:00:00 AM,Total violent Criminal Code violations,0,0
"Halifax (Division Headquarters 2), Nova Scotia, Royal Canadian Mounted Police",12/31/2011 12:00:00 AM,Total violent Criminal Code violations,0,0
"Halifax (Division Headquarters 2), Nova Scotia, Royal Canadian Mounted Police",12/31/2010 12:00:00 AM,Total violent Criminal Code violations,0,0
"Halifax Metropolitain Area, Nova Scotia, municipal",12/31/2017 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",21557,4993.27
"Halifax Metropolitain Area, Nova Scotia, municipal",12/31/2016 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",19897,4681.92
"Halifax Metropolitain Area, Nova Scotia, municipal",12/31/2015 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",20204,4846.79
"Halifax Metropolitain Area, Nova Scotia, municipal",12/31/2014 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",21875,5288.93
"Halifax Metropolitain Area, Nova Scotia, municipal",12/31/2013 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",21766,5307.6
"Halifax Metropolitain Area, Nova Scotia, municipal",12/31/2012 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",24020,5904.71
"Halifax Metropolitain Area, Nova Scotia, municipal",12/31/2011 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",26495,6583.57
"Halifax Metropolitain Area, Nova Scotia, municipal",12/31/2010 12:00:00 AM,"Total, all Criminal Code violations (excluding traffic)",29623,7438.29
"Halifax Metropolitain Area, Nova Scotia, municipal",12/31/2017 12:00:00 AM,Total other Criminal Code violations,3829,886.92
"Halifax Metropolitain Area, Nova Scotia, municipal",12/31/2016 12:00:00 AM,Total other Criminal Code violations,3502,824.05
"Halifax Metropolitain Area, Nova Scotia, municipal",12/31/2015 12:00:00 AM,Total other Criminal Code violations,3301,791.89
